2015-03-03 13:45:10-08,34.16112,-118.21059
2015-03-03 13:45:11-08,34.1611,-118.21072
2015-03-03 13:45:12-08,34.1611,-118.21072
2015-03-03 13:45:16-08,34.1611,-118.21072
2015-03-03 13:45:25-08,34.1611,-118.21072
2015-03-03 13:45:26-08,34.1611,-118.21072
2015-03-03 13:45:27-08,34.16277,-118.21474
2015-03-03 13:45:28-08,34.16277,-118.21474
2015-03-03 13:46:03-08,34.16277,-118.21474
2015-03-03 13:46:10-08,34.1618,-118.2102
2015-03-03 13:46:11-08,34.1618,-118.2102
2015-03-03 13:46:12-08,34.1618,-118.2102
2015-03-03 13:46:13-08,34.1618,-118.2102
2015-03-03 13:46:19-08,34.1618,-118.2102
2015-03-03 13:46:23-08,34.16162,-118.21384
2015-03-03 13:46:41-08,34.16162,-118.21384
2015-03-03 13:47:15-08,34.16162,-118.21384
2015-03-03 13:47:16-08,34.16162,-118.21384
2015-03-03 13:47:21-08,34.16121,-118.21261
2015-03-03 13:47:24-08,34.16121,-118.21261
2015-03-03 13:47:29-08,34.16194,-118.21404
2015-03-03 13:47:38-08,34.16469,-118.21435
2015-03-03 13:48:06-08,34.16478,-118.21426
2015-03-03 13:48:13-08,34.16478,-118.21426
2015-03-03 13:48:19-08,34.16478,-118.21426
2015-03-03 13:48:20-08,34.16087,-118.2114
2015-03-03 13:48:22-08,34.16087,-118.2114
2015-03-03 13:48:27-08,34.16135,-118.21362
2015-03-03 13:48:29-08,34.16157,-118.21386
2015-03-03 13:48:31-08,34.16167,-118.21401
2015-03-03 13:48:32-08,34.16167,-118.21401
2015-03-03 13:48:34-08,34.16167,-118.21401
2015-03-03 13:48:39-08,34.16399,-118.21466
2015-03-03 13:48:42-08,34.16399,-118.21466
2015-03-03 13:48:45-08,34.16528,-118.21373
2015-03-03 13:49:10-08,34.16528,-118.21373
2015-03-03 13:49:12-08,34.1624,-118.20908
2015-03-03 13:49:17-08,34.16157,-118.20969
2015-03-03 13:49:21-08,34.16157,-118.20969
2015-03-03 13:49:22-08,34.16157,-118.20969
2015-03-03 13:49:23-08,34.16157,-118.20969
2015-03-03 13:49:24-08,34.16084,-118.21171
2015-03-03 13:49:25-08,34.16082,-118.21215
2015-03-03 13:49:27-08,34.16089,-118.21255
2015-03-03 13:49:33-08,34.16089,-118.21255
2015-03-03 13:49:41-08,34.16089,-118.21255
2015-03-03 13:49:48-08,34.16492,-118.21478
2015-03-03 13:49:49-08,34.16492,-118.21478
2015-03-03 13:49:51-08,34.16604,-118.21421
2015-03-03 13:49:55-08,34.16656,-118.21401
2015-03-03 13:49:56-08,34.16656,-118.21401
2015-03-03 13:49:57-08,34.16656,-118.21401
2015-03-03 13:49:58-08,34.16855,-118.21421
2015-03-03 13:49:59-08,34.16899,-118.21446
2015-03-03 13:50:00-08,34.16899,-118.21446
2015-03-03 13:50:01-08,34.16939,-118.21472
2015-03-03 13:50:05-08,34.16939,-118.21472
2015-03-03 13:50:06-08,34.16939,-118.21472
2015-03-03 13:50:07-08,34.17046,-118.21631
2015-03-03 13:50:08-08,34.17051,-118.21667
2015-03-03 13:50:09-08,34.17055,-118.21704
2015-03-03 13:50:13-08,34.17055,-118.21704
2015-03-03 13:50:15-08,34.17055,-118.21704
2015-03-03 13:50:26-08,34.17055,-118.21704
2015-03-03 13:50:27-08,34.17055,-118.21704
2015-03-03 13:50:28-08,34.17055,-118.21704
2015-03-03 13:50:30-08,34.17055,-118.21704
2015-03-03 13:50:31-08,34.17055,-118.21704
2015-03-03 13:50:33-08,34.16669,-118.22319
2015-03-03 13:50:35-08,34.16624,-118.22348
2015-03-03 13:50:36-08,34.16624,-118.22348
2015-03-03 13:50:38-08,34.16562,-118.22376
2015-03-03 13:50:40-08,34.16562,-118.22376
2015-03-03 13:50:41-08,34.16492,-118.22399
2015-03-03 13:50:42-08,34.16469,-118.22405
2015-03-03 13:50:43-08,34.16441,-118.2241
2015-03-03 13:50:44-08,34.16405,-118.22427
2015-03-03 13:50:49-08,34.16301,-118.22474
2015-03-03 13:50:52-08,34.16231,-118.22533
2015-03-03 13:50:55-08,34.16231,-118.22533
2015-03-03 13:50:59-08,34.16231,-118.22533
2015-03-03 13:51:00-08,34.16143,-118.22725
2015-03-03 13:51:01-08,34.16138,-118.2284
2015-03-03 13:51:19-08,34.16138,-118.2284
2015-03-03 13:51:23-08,34.16138,-118.2284
2015-03-03 13:51:37-08,34.16138,-118.2284
2015-03-03 13:51:44-08,34.16725,-118.22511
2015-03-03 13:51:47-08,34.16478,-118.2232
2015-03-03 13:51:48-08,34.16445,-118.22313
2015-03-03 13:51:49-08,34.16418,-118.22309
2015-03-03 13:51:50-08,34.16404,-118.22308
2015-03-03 13:51:51-08,34.16404,-118.22308
2015-03-03 13:51:52-08,34.16338,-118.22308
2015-03-03 13:51:53-08,34.16338,-118.22308
2015-03-03 13:51:55-08,34.16283,-118.22308
2015-03-03 13:51:56-08,34.16217,-118.22315
2015-03-03 13:51:57-08,34.16171,-118.22325
2015-03-03 13:51:58-08,34.16158,-118.22326
2015-03-03 13:51:59-08,34.16143,-118.2233
2015-03-03 13:52:05-08,34.15957,-118.22382
2015-03-03 13:52:13-08,34.15957,-118.22382
2015-03-03 13:52:14-08,34.15727,-118.22461
2015-03-03 13:52:18-08,34.15727,-118.22461
2015-03-03 13:52:19-08,34.15727,-118.22461
2015-03-03 13:52:21-08,34.15486,-118.22548
2015-03-03 13:52:22-08,34.15459,-118.22559
2015-03-03 13:52:23-08,34.15459,-118.22559
2015-03-03 13:52:24-08,34.15425,-118.22567
2015-03-03 13:52:25-08,34.15425,-118.22567
2015-03-03 13:52:26-08,34.15351,-118.22594
2015-03-03 13:52:27-08,34.15351,-118.22594
2015-03-03 13:52:28-08,34.15269,-118.22618
2015-03-03 13:52:29-08,34.15269,-118.22618
2015-03-03 13:52:30-08,34.15201,-118.22634
2015-03-03 13:52:31-08,34.15201,-118.22634
2015-03-03 13:52:32-08,34.15156,-118.22645
2015-03-03 13:52:39-08,34.14944,-118.22713
2015-03-03 13:52:40-08,34.14919,-118.22725
2015-03-03 13:52:41-08,34.14886,-118.22737
2015-03-03 13:52:42-08,34.14871,-118.22741
2015-03-03 13:52:43-08,34.14807,-118.22763
2015-03-03 13:52:44-08,34.14793,-118.22771
2015-03-03 13:52:45-08,34.14757,-118.2278
2015-03-03 13:52:46-08,34.14757,-118.2278
2015-03-03 13:52:47-08,34.14757,-118.2278
2015-03-03 13:52:48-08,34.14672,-118.22811
2015-03-03 13:52:49-08,34.14647,-118.22825
2015-03-03 13:52:50-08,34.14647,-118.22825
2015-03-03 13:52:51-08,34.1456,-118.22857
2015-03-03 13:52:52-08,34.14528,-118.2287
2015-03-03 13:52:57-08,34.14528,-118.2287
2015-03-03 13:52:59-08,34.14393,-118.2292
2015-03-03 13:53:00-08,34.14313,-118.22954
2015-03-03 13:53:01-08,34.14313,-118.22954
2015-03-03 13:53:02-08,34.14313,-118.22954
2015-03-03 13:53:03-08,34.14206,-118.22989
2015-03-03 13:53:04-08,34.14194,-118.22993
2015-03-03 13:53:05-08,34.14148,-118.2301
2015-03-03 13:53:07-08,34.14148,-118.2301
2015-03-03 13:53:08-08,34.14095,-118.23029
2015-03-03 13:53:09-08,34.14048,-118.23046
2015-03-03 13:53:14-08,34.13919,-118.23094
2015-03-03 13:53:15-08,34.13892,-118.23105
2015-03-03 13:53:19-08,34.13892,-118.23105
2015-03-03 13:53:20-08,34.1375,-118.2316
2015-03-03 13:53:21-08,34.13718,-118.23172
2015-03-03 13:53:22-08,34.13718,-118.23172
2015-03-03 13:53:27-08,34.13662,-118.23195
2015-03-03 13:53:32-08,34.13354,-118.23252
2015-03-03 13:53:33-08,34.13338,-118.23251
2015-03-03 13:53:34-08,34.13299,-118.23257
2015-03-03 13:53:35-08,34.13264,-118.23257
2015-03-03 13:53:36-08,34.13232,-118.23262
2015-03-03 13:53:37-08,34.13215,-118.23263
2015-03-03 13:53:42-08,34.13063,-118.2329
2015-03-03 13:53:43-08,34.13015,-118.23292
2015-03-03 13:53:44-08,34.13015,-118.23292
2015-03-03 13:53:46-08,34.12903,-118.23315
2015-03-03 13:53:47-08,34.12889,-118.23318
2015-03-03 13:53:48-08,34.12875,-118.2332
2015-03-03 13:53:53-08,34.12875,-118.2332
2015-03-03 13:53:54-08,34.12674,-118.23385
2015-03-03 13:53:55-08,34.12628,-118.23406
2015-03-03 13:53:56-08,34.12628,-118.23406
2015-03-03 13:53:57-08,34.12582,-118.23436
2015-03-03 13:53:58-08,34.12555,-118.23458
2015-03-03 13:53:59-08,34.12555,-118.23458
2015-03-03 13:54:00-08,34.12555,-118.23458
2015-03-03 13:54:01-08,34.12495,-118.23514
2015-03-03 13:54:02-08,34.12495,-118.23514
2015-03-03 13:54:03-08,34.12495,-118.23514
2015-03-03 13:54:04-08,34.12423,-118.23601
2015-03-03 13:54:09-08,34.12344,-118.23732
2015-03-03 13:54:10-08,34.12321,-118.23778
2015-03-03 13:54:11-08,34.12321,-118.23778
2015-03-03 13:54:12-08,34.12302,-118.23824
2015-03-03 13:54:13-08,34.1228,-118.23873
2015-03-03 13:54:14-08,34.12274,-118.23881
2015-03-03 13:54:15-08,34.12274,-118.23881
2015-03-03 13:54:17-08,34.12274,-118.23881
2015-03-03 13:54:18-08,34.12274,-118.23881
2015-03-03 13:54:19-08,34.12207,-118.24058
2015-03-03 13:54:20-08,34.12193,-118.24092
2015-03-03 13:54:25-08,34.12139,-118.2427
2015-03-03 13:54:26-08,34.12129,-118.24299
2015-03-03 13:54:27-08,34.12121,-118.24322
2015-03-03 13:54:31-08,34.12121,-118.24322
2015-03-03 13:54:32-08,34.12083,-118.24484
2015-03-03 13:54:33-08,34.12083,-118.24484
2015-03-03 13:54:36-08,34.12083,-118.24484
2015-03-03 13:54:37-08,34.12042,-118.24694
2015-03-03 13:54:38-08,34.12032,-118.24757
2015-03-03 13:54:39-08,34.12024,-118.24798
2015-03-03 13:54:40-08,34.12018,-118.2482
2015-03-03 13:54:41-08,34.12018,-118.2482
2015-03-03 13:54:45-08,34.11996,-118.24944
2015-03-03 13:54:46-08,34.11986,-118.25037
2015-03-03 13:54:47-08,34.11986,-118.25037
2015-03-03 13:54:48-08,34.11976,-118.25117
2015-03-03 13:54:50-08,34.11974,-118.25134
2015-03-03 13:54:51-08,34.11974,-118.25134
2015-03-03 13:54:52-08,34.11974,-118.25134
2015-03-03 13:54:53-08,34.11972,-118.25306
2015-03-03 13:54:54-08,34.11978,-118.25353
2015-03-03 13:54:55-08,34.11981,-118.25386
2015-03-03 13:54:56-08,34.11987,-118.25403
2015-03-03 13:54:57-08,34.11987,-118.25403
2015-03-03 13:54:58-08,34.12014,-118.25523
2015-03-03 13:55:02-08,34.12038,-118.256
2015-03-03 13:55:03-08,34.12038,-118.256
2015-03-03 13:55:04-08,34.12093,-118.25723
2015-03-03 13:55:06-08,34.12149,-118.25809
2015-03-03 13:55:07-08,34.12161,-118.25829
2015-03-03 13:55:08-08,34.12189,-118.25863
2015-03-03 13:55:09-08,34.12212,-118.25891
2015-03-03 13:55:10-08,34.12239,-118.25925
2015-03-03 13:55:11-08,34.12239,-118.25925
2015-03-03 13:55:12-08,34.12312,-118.26004
2015-03-03 13:55:17-08,34.12431,-118.26098
2015-03-03 13:55:18-08,34.12463,-118.26121
2015-03-03 13:55:19-08,34.12505,-118.26149
